Year,Units,Federal state,GeoCode,County,Value
2017,1.000 EUR,Thuringia,code16,,27.545
2018,1.000 EUR,Thuringia,code16,,27.599
2019,1.000 EUR,Thuringia,code16,,27.753
2020,1.000 EUR,Thuringia,code16,,26.705
2021,1.000 EUR,Thuringia,code16,,27.427
2000,1.000 EUR,Baden-Wuerttemberg,code08111,"Stuttgart, Stadt",59.965
2001,1.000 EUR,Baden-Wuerttemberg,code08111,"Stuttgart, Stadt",65.051
2002,1.000 EUR,Baden-Wuerttemberg,code08111,"Stuttgart, Stadt",67.023
2003,1.000 EUR,Baden-Wuerttemberg,code08111,"Stuttgart, Stadt",69.08
2004,1.000 EUR,Baden-Wuerttemberg,code08111,"Stuttgart, Stadt",68.321
2005,1.000 EUR,Baden-Wuerttemberg,code08111,"Stuttgart, Stadt",66.813
2006,1.000 EUR,Baden-Wuerttemberg,code08111,"Stuttgart, Stadt",71.789
2007,1.000 EUR,Baden-Wuerttemberg,code08111,"Stuttgart, Stadt",74.75
2008,1.000 EUR,Baden-Wuerttemberg,code08111,"Stuttgart, Stadt",69.851
2009,1.000 EUR,Baden-Wuerttemberg,code08111,"Stuttgart, Stadt",65.052
2010,1.000 EUR,Baden-Wuerttemberg,code08111,"Stuttgart, Stadt",72.287
2011,1.000 EUR,Baden-Wuerttemberg,code08111,"Stuttgart, Stadt",75.212
2012,1.000 EUR,Baden-Wuerttemberg,code08111,"Stuttgart, Stadt",76.467
2013,1.000 EUR,Baden-Wuerttemberg,code08111,"Stuttgart, Stadt",76.629
2014,1.000 EUR,Baden-Wuerttemberg,code08111,"Stuttgart, Stadt",77.501
2015,1.000 EUR,Baden-Wuerttemberg,code08111,"Stuttgart, Stadt",82.512
2016,1.000 EUR,Baden-Wuerttemberg,code08111,"Stuttgart, Stadt",81.635
2017,1.000 EUR,Baden-Wuerttemberg,code08111,"Stuttgart, Stadt",84.18
2000,1.000 EUR,Baden-Wuerttemberg,code08115,Böblingen,38.259
2001,1.000 EUR,Baden-Wuerttemberg,code08115,Böblingen,41.848
2002,1.000 EUR,Baden-Wuerttemberg,code08115,Böblingen,40.004
2003,1.000 EUR,Baden-Wuerttemberg,code08115,Böblingen,40.636
2004,1.000 EUR,Baden-Wuerttemberg,code08115,Böblingen,39.188
2005,1.000 EUR,Baden-Wuerttemberg,code08115,Böblingen,35.087
2006,1.000 EUR,Baden-Wuerttemberg,code08115,Böblingen,40.184
2007,1.000 EUR,Baden-Wuerttemberg,code08115,Böblingen,48.445
2008,1.000 EUR,Baden-Wuerttemberg,code08115,Böblingen,46.787
2009,1.000 EUR,Baden-Wuerttemberg,code08115,Böblingen,40.38
2010,1.000 EUR,Baden-Wuerttemberg,code08115,Böblingen,50.587
2011,1.000 EUR,Baden-Wuerttemberg,code08115,Böblingen,54.337
2012,1.000 EUR,Baden-Wuerttemberg,code08115,Böblingen,53.324
2013,1.000 EUR,Baden-Wuerttemberg,code08115,Böblingen,55.72
2014,1.000 EUR,Baden-Wuerttemberg,code08115,Böblingen,58.68
2015,1.000 EUR,Baden-Wuerttemberg,code08115,Böblingen,65.409
2016,1.000 EUR,Baden-Wuerttemberg,code08115,Böblingen,65.808
2017,1.000 EUR,Baden-Wuerttemberg,code08115,Böblingen,66.701
2000,1.000 EUR,Baden-Wuerttemberg,code08116,Esslingen,29.224
2001,1.000 EUR,Baden-Wuerttemberg,code08116,Esslingen,31.126
2002,1.000 EUR,Baden-Wuerttemberg,code08116,Esslingen,29.635
2003,1.000 EUR,Baden-Wuerttemberg,code08116,Esslingen,30.25
2004,1.000 EUR,Baden-Wuerttemberg,code08116,Esslingen,30.109
2005,1.000 EUR,Baden-Wuerttemberg,code08116,Esslingen,30.159
2006,1.000 EUR,Baden-Wuerttemberg,code08116,Esslingen,32.098
2007,1.000 EUR,Baden-Wuerttemberg,code08116,Esslingen,34.097
2008,1.000 EUR,Baden-Wuerttemberg,code08116,Esslingen,34.923
2009,1.000 EUR,Baden-Wuerttemberg,code08116,Esslingen,30.889
2010,1.000 EUR,Baden-Wuerttemberg,code08116,Esslingen,33.877
2011,1.000 EUR,Baden-Wuerttemberg,code08116,Esslingen,35.96
2012,1.000 EUR,Baden-Wuerttemberg,code08116,Esslingen,36.774
2013,1.000 EUR,Baden-Wuerttemberg,code08116,Esslingen,36.421
2014,1.000 EUR,Baden-Wuerttemberg,code08116,Esslingen,37.754
2015,1.000 EUR,Baden-Wuerttemberg,code08116,Esslingen,39.607
2016,1.000 EUR,Baden-Wuerttemberg,code08116,Esslingen,39.559
2017,1.000 EUR,Baden-Wuerttemberg,code08116,Esslingen,41.711
2000,1.000 EUR,Baden-Wuerttemberg,code08117,Göppingen,24.094
2001,1.000 EUR,Baden-Wuerttemberg,code08117,Göppingen,24.223
2002,1.000 EUR,Baden-Wuerttemberg,code08117,Göppingen,24.377
2003,1.000 EUR,Baden-Wuerttemberg,code08117,Göppingen,24.748
2004,1.000 EUR,Baden-Wuerttemberg,code08117,Göppingen,24.522
2005,1.000 EUR,Baden-Wuerttemberg,code08117,Göppingen,24.284
2006,1.000 EUR,Baden-Wuerttemberg,code08117,Göppingen,25.471
2007,1.000 EUR,Baden-Wuerttemberg,code08117,Göppingen,26.94
2008,1.000 EUR,Baden-Wuerttemberg,code08117,Göppingen,27.777
2009,1.000 EUR,Baden-Wuerttemberg,code08117,Göppingen,25.213
2010,1.000 EUR,Baden-Wuerttemberg,code08117,Göppingen,27.067
2011,1.000 EUR,Baden-Wuerttemberg,code08117,Göppingen,28.306
2012,1.000 EUR,Baden-Wuerttemberg,code08117,Göppingen,28.907
2013,1.000 EUR,Baden-Wuerttemberg,code08117,Göppingen,30.419
2014,1.000 EUR,Baden-Wuerttemberg,code08117,Göppingen,31.905
2015,1.000 EUR,Baden-Wuerttemberg,code08117,Göppingen,34.001
2016,1.000 EUR,Baden-Wuerttemberg,code08117,Göppingen,33.706
2017,1.000 EUR,Baden-Wuerttemberg,code08117,Göppingen,34.179
2000,1.000 EUR,Baden-Wuerttemberg,code08118,Ludwigsburg,29.35
2001,1.000 EUR,Baden-Wuerttemberg,code08118,Ludwigsburg,30.913
2002,1.000 EUR,Baden-Wuerttemberg,code08118,Ludwigsburg,30.918
2003,1.000 EUR,Baden-Wuerttemberg,code08118,Ludwigsburg,30.912
2004,1.000 EUR,Baden-Wuerttemberg,code08118,Ludwigsburg,30.855
2005,1.000 EUR,Baden-Wuerttemberg,code08118,Ludwigsburg,31.551
2006,1.000 EUR,Baden-Wuerttemberg,code08118,Ludwigsburg,33.431
2007,1.000 EUR,Baden-Wuerttemberg,code08118,Ludwigsburg,35.335
2008,1.000 EUR,Baden-Wuerttemberg,code08118,Ludwigsburg,35.919
2009,1.000 EUR,Baden-Wuerttemberg,code08118,Ludwigsburg,33.08
2010,1.000 EUR,Baden-Wuerttemberg,code08118,Ludwigsburg,35.758
2011,1.000 EUR,Baden-Wuerttemberg,code08118,Ludwigsburg,37.222
2012,1.000 EUR,Baden-Wuerttemberg,code08118,Ludwigsburg,38.628
2013,1.000 EUR,Baden-Wuerttemberg,code08118,Ludwigsburg,39.672
2014,1.000 EUR,Baden-Wuerttemberg,code08118,Ludwigsburg,41.815
2015,1.000 EUR,Baden-Wuerttemberg,code08118,Ludwigsburg,43.266
2016,1.000 EUR,Baden-Wuerttemberg,code08118,Ludwigsburg,44.613
2017,1.000 EUR,Baden-Wuerttemberg,code08118,Ludwigsburg,46.178
2000,1.000 EUR,Baden-Wuerttemberg,code08119,Rems-Murr-Kreis,25.799
2001,1.000 EUR,Baden-Wuerttemberg,code08119,Rems-Murr-Kreis,25.789
2002,1.000 EUR,Baden-Wuerttemberg,code08119,Rems-Murr-Kreis,25.813
2003,1.000 EUR,Baden-Wuerttemberg,code08119,Rems-Murr-Kreis,25.426
2004,1.000 EUR,Baden-Wuerttemberg,code08119,Rems-Murr-Kreis,25.834
2005,1.000 EUR,Baden-Wuerttemberg,code08119,Rems-Murr-Kreis,25.976
2006,1.000 EUR,Baden-Wuerttemberg,code08119,Rems-Murr-Kreis,27.826
2007,1.000 EUR,Baden-Wuerttemberg,code08119,Rems-Murr-Kreis,28.318
2008,1.000 EUR,Baden-Wuerttemberg,code08119,Rems-Murr-Kreis,28.825
2009,1.000 EUR,Baden-Wuerttemberg,code08119,Rems-Murr-Kreis,26.746
2010,1.000 EUR,Baden-Wuerttemberg,code08119,Rems-Murr-Kreis,28.629
2011,1.000 EUR,Baden-Wuerttemberg,code08119,Rems-Murr-Kreis,30.076
2012,1.000 EUR,Baden-Wuerttemberg,code08119,Rems-Murr-Kreis,30.149
2013,1.000 EUR,Baden-Wuerttemberg,code08119,Rems-Murr-Kreis,30.88
2014,1.000 EUR,Baden-Wuerttemberg,code08119,Rems-Murr-Kreis,31.935
2015,1.000 EUR,Baden-Wuerttemberg,code08119,Rems-Murr-Kreis,32.736
2016,1.000 EUR,Baden-Wuerttemberg,code08119,Rems-Murr-Kreis,33.387
2017,1.000 EUR,Baden-Wuerttemberg,code08119,Rems-Murr-Kreis,34.749
2000,1.000 EUR,Baden-Wuerttemberg,code08121,"Heilbronn, Stadt",45.97
2001,1.000 EUR,Baden-Wuerttemberg,code08121,"Heilbronn, Stadt",47.498
2002,1.000 EUR,Baden-Wuerttemberg,code08121,"Heilbronn, Stadt",45.744
2003,1.000 EUR,Baden-Wuerttemberg,code08121,"Heilbronn, Stadt",40.856
2004,1.000 EUR,Baden-Wuerttemberg,code08121,"Heilbronn, Stadt",41.333
2005,1.000 EUR,Baden-Wuerttemberg,code08121,"Heilbronn, Stadt",42.262
2006,1.000 EUR,Baden-Wuerttemberg,code08121,"Heilbronn, Stadt",44.058
2007,1.000 EUR,Baden-Wuerttemberg,code08121,"Heilbronn, Stadt",44.471
2008,1.000 EUR,Baden-Wuerttemberg,code08121,"Heilbronn, Stadt",45.819
2009,1.000 EUR,Baden-Wuerttemberg,code08121,"Heilbronn, Stadt",44.543
2010,1.000 EUR,Baden-Wuerttemberg,code08121,"Heilbronn, Stadt",48.014
2011,1.000 EUR,Baden-Wuerttemberg,code08121,"Heilbronn, Stadt",48.146
2012,1.000 EUR,Baden-Wuerttemberg,code08121,"Heilbronn, Stadt",48.367
2013,1.000 EUR,Baden-Wuerttemberg,code08121,"Heilbronn, Stadt",49.602
2014,1.000 EUR,Baden-Wuerttemberg,code08121,"Heilbronn, Stadt",50.327
2015,1.000 EUR,Baden-Wuerttemberg,code08121,"Heilbronn, Stadt",52.904
2016,1.000 EUR,Baden-Wuerttemberg,code08121,"Heilbronn, Stadt",51.662
2017,1.000 EUR,Baden-Wuerttemberg,code08121,"Heilbronn, Stadt",52.797
2000,1.000 EUR,Baden-Wuerttemberg,code08125,Heilbronn,27.075
2001,1.000 EUR,Baden-Wuerttemberg,code08125,Heilbronn,27.941
2002,1.000 EUR,Baden-Wuerttemberg,code08125,Heilbronn,27.545
2003,1.000 EUR,Baden-Wuerttemberg,code08125,Heilbronn,28.846
2004,1.000 EUR,Baden-Wuerttemberg,code08125,Heilbronn,29.421
2005,1.000 EUR,Baden-Wuerttemberg,code08125,Heilbronn,30.67
2006,1.000 EUR,Baden-Wuerttemberg,code08125,Heilbronn,34.298
2007,1.000 EUR,Baden-Wuerttemberg,code08125,Heilbronn,36.199
2008,1.000 EUR,Baden-Wuerttemberg,code08125,Heilbronn,37.303
2009,1.000 EUR,Baden-Wuerttemberg,code08125,Heilbronn,35.113
2010,1.000 EUR,Baden-Wuerttemberg,code08125,Heilbronn,37.273
2011,1.000 EUR,Baden-Wuerttemberg,code08125,Heilbronn,41.036
2012,1.000 EUR,Baden-Wuerttemberg,code08125,Heilbronn,44.273
2013,1.000 EUR,Baden-Wuerttemberg,code08125,Heilbronn,46.136
2014,1.000 EUR,Baden-Wuerttemberg,code08125,Heilbronn,47.255
2015,1.000 EUR,Baden-Wuerttemberg,code08125,Heilbronn,48.471
2016,1.000 EUR,Baden-Wuerttemberg,code08125,Heilbronn,47.684
2017,1.000 EUR,Baden-Wuerttemberg,code08125,Heilbronn,49.837
2000,1.000 EUR,Baden-Wuerttemberg,code08126,Hohenlohekreis,29.305
2001,1.000 EUR,Baden-Wuerttemberg,code08126,Hohenlohekreis,29.944
2002,1.000 EUR,Baden-Wuerttemberg,code08126,Hohenlohekreis,29.867
2003,1.000 EUR,Baden-Wuerttemberg,code08126,Hohenlohekreis,29.843
2004,1.000 EUR,Baden-Wuerttemberg,code08126,Hohenlohekreis,30.707
2005,1.000 EUR,Baden-Wuerttemberg,code08126,Hohenlohekreis,31.669
2006,1.000 EUR,Baden-Wuerttemberg,code08126,Hohenlohekreis,33.766
2007,1.000 EUR,Baden-Wuerttemberg,code08126,Hohenlohekreis,36.209
2008,1.000 EUR,Baden-Wuerttemberg,code08126,Hohenlohekreis,36.647
2009,1.000 EUR,Baden-Wuerttemberg,code08126,Hohenlohekreis,35.046
2010,1.000 EUR,Baden-Wuerttemberg,code08126,Hohenlohekreis,37.167
2011,1.000 EUR,Baden-Wuerttemberg,code08126,Hohenlohekreis,40.425
2012,1.000 EUR,Baden-Wuerttemberg,code08126,Hohenlohekreis,41.983
2013,1.000 EUR,Baden-Wuerttemberg,code08126,Hohenlohekreis,42.458
2014,1.000 EUR,Baden-Wuerttemberg,code08126,Hohenlohekreis,44.466
2015,1.000 EUR,Baden-Wuerttemberg,code08126,Hohenlohekreis,45.633
2016,1.000 EUR,Baden-Wuerttemberg,code08126,Hohenlohekreis,47.55
2017,1.000 EUR,Baden-Wuerttemberg,code08126,Hohenlohekreis,49.703
2000,1.000 EUR,Baden-Wuerttemberg,code08127,Schwäbisch Hall,24.984
2001,1.000 EUR,Baden-Wuerttemberg,code08127,Schwäbisch Hall,25.007
2002,1.000 EUR,Baden-Wuerttemberg,code08127,Schwäbisch Hall,25.852
2003,1.000 EUR,Baden-Wuerttemberg,code08127,Schwäbisch Hall,25.132
2004,1.000 EUR,Baden-Wuerttemberg,code08127,Schwäbisch Hall,25.984
2005,1.000 EUR,Baden-Wuerttemberg,code08127,Schwäbisch Hall,27.545
2006,1.000 EUR,Baden-Wuerttemberg,code08127,Schwäbisch Hall,28.894
2007,1.000 EUR,Baden-Wuerttemberg,code08127,Schwäbisch Hall,30.904
2008,1.000 EUR,Baden-Wuerttemberg,code08127,Schwäbisch Hall,32.157
2009,1.000 EUR,Baden-Wuerttemberg,code08127,Schwäbisch Hall,31.365
2010,1.000 EUR,Baden-Wuerttemberg,code08127,Schwäbisch Hall,32.932
2011,1.000 EUR,Baden-Wuerttemberg,code08127,Schwäbisch Hall,33.797
2012,1.000 EUR,Baden-Wuerttemberg,code08127,Schwäbisch Hall,35.171
2013,1.000 EUR,Baden-Wuerttemberg,code08127,Schwäbisch Hall,36.177
2014,1.000 EUR,Baden-Wuerttemberg,code08127,Schwäbisch Hall,37.542
2015,1.000 EUR,Baden-Wuerttemberg,code08127,Schwäbisch Hall,38.766
2016,1.000 EUR,Baden-Wuerttemberg,code08127,Schwäbisch Hall,39.769
2017,1.000 EUR,Baden-Wuerttemberg,code08127,Schwäbisch Hall,40.688
2000,1.000 EUR,Baden-Wuerttemberg,code08128,Main-Tauber-Kreis,25.829
2001,1.000 EUR,Baden-Wuerttemberg,code08128,Main-Tauber-Kreis,25.427
2002,1.000 EUR,Baden-Wuerttemberg,code08128,Main-Tauber-Kreis,25.597
2003,1.000 EUR,Baden-Wuerttemberg,code08128,Main-Tauber-Kreis,25.992
2004,1.000 EUR,Baden-Wuerttemberg,code08128,Main-Tauber-Kreis,26.659
2005,1.000 EUR,Baden-Wuerttemberg,code08128,Main-Tauber-Kreis,27.781
2006,1.000 EUR,Baden-Wuerttemberg,code08128,Main-Tauber-Kreis,28.95
2007,1.000 EUR,Baden-Wuerttemberg,code08128,Main-Tauber-Kreis,29.759
2008,1.000 EUR,Baden-Wuerttemberg,code08128,Main-Tauber-Kreis,30.985
2009,1.000 EUR,Baden-Wuerttemberg,code08128,Main-Tauber-Kreis,29.508
2010,1.000 EUR,Baden-Wuerttemberg,code08128,Main-Tauber-Kreis,32.215
2011,1.000 EUR,Baden-Wuerttemberg,code08128,Main-Tauber-Kreis,33.466
2012,1.000 EUR,Baden-Wuerttemberg,code08128,Main-Tauber-Kreis,33.649
2013,1.000 EUR,Baden-Wuerttemberg,code08128,Main-Tauber-Kreis,33.688
2014,1.000 EUR,Baden-Wuerttemberg,code08128,Main-Tauber-Kreis,33.957
2015,1.000 EUR,Baden-Wuerttemberg,code08128,Main-Tauber-Kreis,35.492
2016,1.000 EUR,Baden-Wuerttemberg,code08128,Main-Tauber-Kreis,35.44
2017,1.000 EUR,Baden-Wuerttemberg,code08128,Main-Tauber-Kreis,37.378
2000,1.000 EUR,Baden-Wuerttemberg,code08135,Heidenheim,27.175
2001,1.000 EUR,Baden-Wuerttemberg,code08135,Heidenheim,27.562
2002,1.000 EUR,Baden-Wuerttemberg,code08135,Heidenheim,26.803
2003,1.000 EUR,Baden-Wuerttemberg,code08135,Heidenheim,26.406
2004,1.000 EUR,Baden-Wuerttemberg,code08135,Heidenheim,27.325
2005,1.000 EUR,Baden-Wuerttemberg,code08135,Heidenheim,27.514
2006,1.000 EUR,Baden-Wuerttemberg,code08135,Heidenheim,28.932
2007,1.000 EUR,Baden-Wuerttemberg,code08135,Heidenheim,30.298
2008,1.000 EUR,Baden-Wuerttemberg,code08135,Heidenheim,30.509
2009,1.000 EUR,Baden-Wuerttemberg,code08135,Heidenheim,31.192
2010,1.000 EUR,Baden-Wuerttemberg,code08135,Heidenheim,30.879
2011,1.000 EUR,Baden-Wuerttemberg,code08135,Heidenheim,32.54
2012,1.000 EUR,Baden-Wuerttemberg,code08135,Heidenheim,32.609
2013,1.000 EUR,Baden-Wuerttemberg,code08135,Heidenheim,30.621
2014,1.000 EUR,Baden-Wuerttemberg,code08135,Heidenheim,31.25
2015,1.000 EUR,Baden-Wuerttemberg,code08135,Heidenheim,33.215
2016,1.000 EUR,Baden-Wuerttemberg,code08135,Heidenheim,34.343
2017,1.000 EUR,Baden-Wuerttemberg,code08135,Heidenheim,36.141
2000,1.000 EUR,Baden-Wuerttemberg,code08136,Ostalbkreis,24.416
2001,1.000 EUR,Baden-Wuerttemberg,code08136,Ostalbkreis,25.282
2002,1.000 EUR,Baden-Wuerttemberg,code08136,Ostalbkreis,24.514
2003,1.000 EUR,Baden-Wuerttemberg,code08136,Ostalbkreis,25.988
2004,1.000 EUR,Baden-Wuerttemberg,code08136,Ostalbkreis,26.699
2005,1.000 EUR,Baden-Wuerttemberg,code08136,Ostalbkreis,27.911
2006,1.000 EUR,Baden-Wuerttemberg,code08136,Ostalbkreis,29.275
2007,1.000 EUR,Baden-Wuerttemberg,code08136,Ostalbkreis,32.173
2008,1.000 EUR,Baden-Wuerttemberg,code08136,Ostalbkreis,31.655
2009,1.000 EUR,Baden-Wuerttemberg,code08136,Ostalbkreis,28.42
2010,1.000 EUR,Baden-Wuerttemberg,code08136,Ostalbkreis,32.568
2011,1.000 EUR,Baden-Wuerttemberg,code08136,Ostalbkreis,35.716
2012,1.000 EUR,Baden-Wuerttemberg,code08136,Ostalbkreis,36.811
2013,1.000 EUR,Baden-Wuerttemberg,code08136,Ostalbkreis,37.641
2014,1.000 EUR,Baden-Wuerttemberg,code08136,Ostalbkreis,39.832
2015,1.000 EUR,Baden-Wuerttemberg,code08136,Ostalbkreis,39.976
2016,1.000 EUR,Baden-Wuerttemberg,code08136,Ostalbkreis,40.645
2017,1.000 EUR,Baden-Wuerttemberg,code08136,Ostalbkreis,42.988
2000,1.000 EUR,Baden-Wuerttemberg,code08211,"Baden-Baden, Stadt",36.127
2001,1.000 EUR,Baden-Wuerttemberg,code08211,"Baden-Baden, Stadt",37.094
2002,1.000 EUR,Baden-Wuerttemberg,code08211,"Baden-Baden, Stadt",37.917
2003,1.000 EUR,Baden-Wuerttemberg,code08211,"Baden-Baden, Stadt",39.092
2004,1.000 EUR,Baden-Wuerttemberg,code08211,"Baden-Baden, Stadt",40.084
2005,1.000 EUR,Baden-Wuerttemberg,code08211,"Baden-Baden, Stadt",40.086
2006,1.000 EUR,Baden-Wuerttemberg,code08211,"Baden-Baden, Stadt",41.339
2007,1.000 EUR,Baden-Wuerttemberg,code08211,"Baden-Baden, Stadt",43.485
2008,1.000 EUR,Baden-Wuerttemberg,code08211,"Baden-Baden, Stadt",45.677
2009,1.000 EUR,Baden-Wuerttemberg,code08211,"Baden-Baden, Stadt",45.75
2010,1.000 EUR,Baden-Wuerttemberg,code08211,"Baden-Baden, Stadt",46.827
2011,1.000 EUR,Baden-Wuerttemberg,code08211,"Baden-Baden, Stadt",48.271
2012,1.000 EUR,Baden-Wuerttemberg,code08211,"Baden-Baden, Stadt",50.548
2013,1.000 EUR,Baden-Wuerttemberg,code08211,"Baden-Baden, Stadt",49.09
2014,1.000 EUR,Baden-Wuerttemberg,code08211,"Baden-Baden, Stadt",51.769
2015,1.000 EUR,Baden-Wuerttemberg,code08211,"Baden-Baden, Stadt",51.801
2016,1.000 EUR,Baden-Wuerttemberg,code08211,"Baden-Baden, Stadt",52.287
2017,1.000 EUR,Baden-Wuerttemberg,code08211,"Baden-Baden, Stadt",52.493
2000,1.000 EUR,Baden-Wuerttemberg,code08212,"Karlsruhe, Stadt",47.009
2001,1.000 EUR,Baden-Wuerttemberg,code08212,"Karlsruhe, Stadt",48.686
2002,1.000 EUR,Baden-Wuerttemberg,code08212,"Karlsruhe, Stadt",47.95
2003,1.000 EUR,Baden-Wuerttemberg,code08212,"Karlsruhe, Stadt",47.926
2004,1.000 EUR,Baden-Wuerttemberg,code08212,"Karlsruhe, Stadt",50.898
2005,1.000 EUR,Baden-Wuerttemberg,code08212,"Karlsruhe, Stadt",51.277
2006,1.000 EUR,Baden-Wuerttemberg,code08212,"Karlsruhe, Stadt",54.504
2007,1.000 EUR,Baden-Wuerttemberg,code08212,"Karlsruhe, Stadt",56.031
2008,1.000 EUR,Baden-Wuerttemberg,code08212,"Karlsruhe, Stadt",54.934
2009,1.000 EUR,Baden-Wuerttemberg,code08212,"Karlsruhe, Stadt",54.912
2010,1.000 EUR,Baden-Wuerttemberg,code08212,"Karlsruhe, Stadt",56.848
2011,1.000 EUR,Baden-Wuerttemberg,code08212,"Karlsruhe, Stadt",57.253
2012,1.000 EUR,Baden-Wuerttemberg,code08212,"Karlsruhe, Stadt",58.126
2013,1.000 EUR,Baden-Wuerttemberg,code08212,"Karlsruhe, Stadt",58.072
2014,1.000 EUR,Baden-Wuerttemberg,code08212,"Karlsruhe, Stadt",59.206
2015,1.000 EUR,Baden-Wuerttemberg,code08212,"Karlsruhe, Stadt",61.948
2016,1.000 EUR,Baden-Wuerttemberg,code08212,"Karlsruhe, Stadt",61.51
2017,1.000 EUR,Baden-Wuerttemberg,code08212,"Karlsruhe, Stadt",62.632
2000,1.000 EUR,Baden-Wuerttemberg,code08215,Karlsruhe,24.568
2001,1.000 EUR,Baden-Wuerttemberg,code08215,Karlsruhe,25.169
2002,1.000 EUR,Baden-Wuerttemberg,code08215,Karlsruhe,25.714
2003,1.000 EUR,Baden-Wuerttemberg,code08215,Karlsruhe,24.854
2004,1.000 EUR,Baden-Wuerttemberg,code08215,Karlsruhe,24.942
2005,1.000 EUR,Baden-Wuerttemberg,code08215,Karlsruhe,25.855
2006,1.000 EUR,Baden-Wuerttemberg,code08215,Karlsruhe,27.857
2007,1.000 EUR,Baden-Wuerttemberg,code08215,Karlsruhe,29.758
2008,1.000 EUR,Baden-Wuerttemberg,code08215,Karlsruhe,32.161
2009,1.000 EUR,Baden-Wuerttemberg,code08215,Karlsruhe,29.911
2010,1.000 EUR,Baden-Wuerttemberg,code08215,Karlsruhe,31.388
2011,1.000 EUR,Baden-Wuerttemberg,code08215,Karlsruhe,32.825
2012,1.000 EUR,Baden-Wuerttemberg,code08215,Karlsruhe,32.891
2013,1.000 EUR,Baden-Wuerttemberg,code08215,Karlsruhe,32.578
2014,1.000 EUR,Baden-Wuerttemberg,code08215,Karlsruhe,32.964
2015,1.000 EUR,Baden-Wuerttemberg,code08215,Karlsruhe,35.32
2016,1.000 EUR,Baden-Wuerttemberg,code08215,Karlsruhe,35.747
2017,1.000 EUR,Baden-Wuerttemberg,code08215,Karlsruhe,37.19
2000,1.000 EUR,Baden-Wuerttemberg,code08216,Rastatt,26.727
2001,1.000 EUR,Baden-Wuerttemberg,code08216,Rastatt,29.245
2002,1.000 EUR,Baden-Wuerttemberg,code08216,Rastatt,28.867
2003,1.000 EUR,Baden-Wuerttemberg,code08216,Rastatt,30.083
2004,1.000 EUR,Baden-Wuerttemberg,code08216,Rastatt,31.015
2005,1.000 EUR,Baden-Wuerttemberg,code08216,Rastatt,31.59
2006,1.000 EUR,Baden-Wuerttemberg,code08216,Rastatt,33.203
2007,1.000 EUR,Baden-Wuerttemberg,code08216,Rastatt,34.809
2008,1.000 EUR,Baden-Wuerttemberg,code08216,Rastatt,34.375
2009,1.000 EUR,Baden-Wuerttemberg,code08216,Rastatt,29.472
2010,1.000 EUR,Baden-Wuerttemberg,code08216,Rastatt,35.297
2011,1.000 EUR,Baden-Wuerttemberg,code08216,Rastatt,37.725
2012,1.000 EUR,Baden-Wuerttemberg,code08216,Rastatt,36.828
2013,1.000 EUR,Baden-Wuerttemberg,code08216,Rastatt,36.891
2014,1.000 EUR,Baden-Wuerttemberg,code08216,Rastatt,38.847
2015,1.000 EUR,Baden-Wuerttemberg,code08216,Rastatt,40.62
2016,1.000 EUR,Baden-Wuerttemberg,code08216,Rastatt,42.196
2017,1.000 EUR,Baden-Wuerttemberg,code08216,Rastatt,43.269
2000,1.000 EUR,Baden-Wuerttemberg,code08221,"Heidelberg, Stadt",41.92
2001,1.000 EUR,Baden-Wuerttemberg,code08221,"Heidelberg, Stadt",42.772
2002,1.000 EUR,Baden-Wuerttemberg,code08221,"Heidelberg, Stadt",42.902
2003,1.000 EUR,Baden-Wuerttemberg,code08221,"Heidelberg, Stadt",42.158
2004,1.000 EUR,Baden-Wuerttemberg,code08221,"Heidelberg, Stadt",41.038
2005,1.000 EUR,Baden-Wuerttemberg,code08221,"Heidelberg, Stadt",41.366
2006,1.000 EUR,Baden-Wuerttemberg,code08221,"Heidelberg, Stadt",44.35
2007,1.000 EUR,Baden-Wuerttemberg,code08221,"Heidelberg, Stadt",44.906
2008,1.000 EUR,Baden-Wuerttemberg,code08221,"Heidelberg, Stadt",46.97
2009,1.000 EUR,Baden-Wuerttemberg,code08221,"Heidelberg, Stadt",47.497
2010,1.000 EUR,Baden-Wuerttemberg,code08221,"Heidelberg, Stadt",48.408
2011,1.000 EUR,Baden-Wuerttemberg,code08221,"Heidelberg, Stadt",48.698
2012,1.000 EUR,Baden-Wuerttemberg,code08221,"Heidelberg, Stadt",51.518
2013,1.000 EUR,Baden-Wuerttemberg,code08221,"Heidelberg, Stadt",51.301
2014,1.000 EUR,Baden-Wuerttemberg,code08221,"Heidelberg, Stadt",53.402
2015,1.000 EUR,Baden-Wuerttemberg,code08221,"Heidelberg, Stadt",52.43
2016,1.000 EUR,Baden-Wuerttemberg,code08221,"Heidelberg, Stadt",52.599
2017,1.000 EUR,Baden-Wuerttemberg,code08221,"Heidelberg, Stadt",54.429
2000,1.000 EUR,Baden-Wuerttemberg,code08222,"Mannheim, Stadt",45.484
2001,1.000 EUR,Baden-Wuerttemberg,code08222,"Mannheim, Stadt",47.594
2002,1.000 EUR,Baden-Wuerttemberg,code08222,"Mannheim, Stadt",50.755
2003,1.000 EUR,Baden-Wuerttemberg,code08222,"Mannheim, Stadt",52.411
2004,1.000 EUR,Baden-Wuerttemberg,code08222,"Mannheim, Stadt",51.824
2005,1.000 EUR,Baden-Wuerttemberg,code08222,"Mannheim, Stadt",52.454
